h/dp :,2
L2norm Pressure,KE,dr0,Nfluid
0,437.895,0.00447214,2100

t,0.800057
ID,x,y,,rho,drhodt,pressure,,u,v,velocity,,dudt,dvdt,vorticity,type
0,0.05,0,,999.939,0,-119.962,,0,0,0,,0,0,0,boundary
1,0.0497987,0.00448197,,999.939,0,-119.252,,0,0,0,,0,0,0,boundary
2,0.0491965,0.00892784,,999.94,0,-117.352,,0,0,0,,0,0,0,boundary
3,0.0481981,0.0133018,,999.942,0,-114.736,,0,0,0,,0,0,0,boundary
4,0.0468117,0.0175687,,999.943,0,-111.778,,0,0,0,,0,0,0,boundary
5,0.0450484,0.0216942,,999.945,0,-108.371,,0,0,0,,0,0,0,boundary
6,0.0429224,0.025645,,999.947,0,-103.58,,0,0,0,,0,0,0,boundary
7,0.0404508,0.0293893,,999.951,0,-96.7823,,0,0,0,,0,0,0,boundary
8,0.0376536,0.0328969,,999.955,0,-88.2174,,0,0,0,,0,0,0,boundary
9,0.0345531,0.0361397,,999.96,0,-78.3926,,0,0,0,,0,0,0,boundary
10,0.0311745,0.0390916,,999.965,0,-67.9086,,0,0,0,,0,0,0,boundary
11,0.0275448,0.0417287,,999.971,0,-57.7062,,0,0,0,,0,0,0,boundary
12,0.0236934,0.0440298,,999.976,0,-47.9119,,0,0,0,,0,0,0,boundary
13,0.0196513,0.0459764,,999.98,0,-38.3527,,0,0,0,,0,0,0,boundary
14,0.0154508,0.0475528,,999.985,0,-29.6805,,0,0,0,,0,0,0,boundary
15,0.011126,0.0487464,,999.989,0,-22.4438,,0,0,0,,0,0,0,boundary
16,0.00671166,0.0495475,,999.992,0,-16.2168,,0,0,0,,0,0,0,boundary
17,0.00224324,0.0499497,,999.995,0,-10.088,,0,0,0,,0,0,0,boundary
18,-0.00224324,0.0499497,,999.998,0,-2.95367,,0,0,0,,0,0,0,boundary
19,-0.00671166,0.0495475,,1000,0,6.23301,,0,0,0,,0,0,0,boundary
20,-0.011126,0.0487464,,1000.01,0,17.0064,,0,0,0,,0,0,0,boundary
21,-0.0154508,0.0475528,,1000.01,0,26.9305,,0,0,0,,0,0,0,boundary
22,-0.0196513,0.0459764,,1000.02,0,34.168,,0,0,0,,0,0,0,boundary
23,-0.0236934,0.0440298,,1000.02,0,38.7445,,0,0,0,,0,0,0,boundary
24,-0.0275448,0.0417287,,1000.02,0,41.5211,,0,0,0,,0,0,0,boundary
25,-0.0311745,0.0390916,,1000.02,0,43.2277,,0,0,0,,0,0,0,boundary
26,-0.0345531,0.0361397,,1000.02,0,44.5305,,0,0,0,,0,0,0,boundary
27,-0.0376536,0.0328969,,1000.02,0,46.0851,,0,0,0,,0,0,0,boundary
28,-0.0404508,0.0293893,,1000.02,0,48.0259,,0,0,0,,0,0,0,boundary
29,-0.0429224,0.025645,,1000.03,0,49.8916,,0,0,0,,0,0,0,boundary
30,-0.0450484,0.0216942,,1000.03,0,51.4472,,0,0,0,,0,0,0,boundary
31,-0.0468117,0.0175687,,1000.03,0,52.6761,,0,0,0,,0,0,0,boundary
32,-0.0481981,0.0133018,,1000.03,0,53.5206,,0,0,0,,0,0,0,boundary
33,-0.0491965,0.00892784,,1000.03,0,53.9693,,0,0,0,,0,0,0,boundary
34,-0.0497987,0.00448197,,1000.03,0,54.1267,,0,0,0,,0,0,0,boundary
35,-0.05,6.12323e-18,,1000.03,0,54.1634,,0,0,0,,0,0,0,boundary
36,-0.0497987,-0.00448197,,1000.03,0,54.1267,,0,0,0,,0,0,0,boundary
37,-0.0491965,-0.00892784,,1000.03,0,53.9693,,0,0,0,,0,0,0,boundary
38,-0.0481981,-0.0133018,,1000.03,0,53.5206,,0,0,0,,0,0,0,boundary
39,-0.0468117,-0.0175687,,1000.03,0,52.6761,,0,0,0,,0,0,0,boundary
40,-0.0450484,-0.0216942,,1000.03,0,51.4472,,0,0,0,,0,0,0,boundary
41,-0.0429224,-0.025645,,1000.03,0,49.8916,,0,0,0,,0,0,0,boundary
42,-0.0404508,-0.0293893,,1000.02,0,48.0259,,0,0,0,,0,0,0,boundary
43,-0.0376536,-0.0328969,,1000.02,0,46.0851,,0,0,0,,0,0,0,boundary
44,-0.0345531,-0.0361397,,1000.02,0,44.5305,,0,0,0,,0,0,0,boundary
45,-0.0311745,-0.0390916,,1000.02,0,43.2277,,0,0,0,,0,0,0,boundary
46,-0.0275448,-0.0417287,,1000.02,0,41.5211,,0,0,0,,0,0,0,boundary
47,-0.0236934,-0.0440298,,1000.02,0,38.7445,,0,0,0,,0,0,0,boundary
48,-0.0196513,-0.0459764,,1000.02,0,34.168,,0,0,0,,0,0,0,boundary
49,-0.0154508,-0.0475528,,1000.01,0,26.9305,,0,0,0,,0,0,0,boundary
50,-0.011126,-0.0487464,,1000.01,0,17.0064,,0,0,0,,0,0,0,boundary
51,-0.00671166,-0.0495475,,1000,0,6.23301,,0,0,0,,0,0,0,boundary
52,-0.00224324,-0.0499497,,999.998,0,-2.95367,,0,0,0,,0,0,0,boundary
53,0.00224324,-0.0499497,,999.995,0,-10.088,,0,0,0,,0,0,0,boundary
54,0.00671166,-0.0495475,,999.992,0,-16.2168,,0,0,0,,0,0,0,boundary
55,0.011126,-0.0487464,,999.989,0,-22.4438,,0,0,0,,0,0,0,boundary
56,0.0154508,-0.0475528,,999.985,0,-29.6805,,0,0,0,,0,0,0,boundary
57,0.0196513,-0.0459764,,999.98,0,-38.3527,,0,0,0,,0,0,0,boundary
58,0.0236934,-0.0440298,,999.976,0,-47.9119,,0,0,0,,0,0,0,boundary
59,0.0275448,-0.0417287,,999.971,0,-57.7062,,0,0,0,,0,0,0,boundary
