h/dp :,2
L2norm Pressure,KE,dr0,Nfluid
0,437.976,0.00447214,2100

t,0.930027
ID,x,y,,rho,drhodt,pressure,,u,v,velocity,,dudt,dvdt,vorticity,type
0,0.05,0,,999.939,0,-118.713,,0,0,0,,0,0,0,boundary
1,0.0497987,0.00448197,,999.94,0,-117.949,,0,0,0,,0,0,0,boundary
2,0.0491965,0.00892784,,999.941,0,-116.02,,0,0,0,,0,0,0,boundary
3,0.0481981,0.0133018,,999.942,0,-113.459,,0,0,0,,0,0,0,boundary
4,0.0468117,0.0175687,,999.944,0,-110.533,,0,0,0,,0,0,0,boundary
5,0.0450484,0.0216942,,999.945,0,-107.244,,0,0,0,,0,0,0,boundary
6,0.0429224,0.025645,,999.948,0,-102.568,,0,0,0,,0,0,0,boundary
7,0.0404508,0.0293893,,999.951,0,-95.8054,,0,0,0,,0,0,0,boundary
8,0.0376536,0.0328969,,999.955,0,-87.3039,,0,0,0,,0,0,0,boundary
9,0.0345531,0.0361397,,999.96,0,-77.696,,0,0,0,,0,0,0,boundary
10,0.0311745,0.0390916,,999.966,0,-67.5388,,0,0,0,,0,0,0,boundary
11,0.0275448,0.0417287,,999.971,0,-57.5479,,0,0,0,,0,0,0,boundary
12,0.0236934,0.0440298,,999.976,0,-47.8209,,0,0,0,,0,0,0,boundary
13,0.0196513,0.0459764,,999.98,0,-38.2661,,0,0,0,,0,0,0,boundary
14,0.0154508,0.0475528,,999.985,0,-29.5906,,0,0,0,,0,0,0,boundary
15,0.011126,0.0487464,,999.989,0,-22.3871,,0,0,0,,0,0,0,boundary
16,0.00671166,0.0495475,,999.992,0,-16.2323,,0,0,0,,0,0,0,boundary
17,0.00224324,0.0499497,,999.995,0,-10.1909,,0,0,0,,0,0,0,boundary
18,-0.00224324,0.0499497,,999.998,0,-3.15226,,0,0,0,,0,0,0,boundary
19,-0.00671166,0.0495475,,1000,0,5.94348,,0,0,0,,0,0,0,boundary
20,-0.011126,0.0487464,,1000.01,0,16.6631,,0,0,0,,0,0,0,boundary
21,-0.0154508,0.0475528,,1000.01,0,26.6091,,0,0,0,,0,0,0,boundary
22,-0.0196513,0.0459764,,1000.02,0,33.9113,,0,0,0,,0,0,0,boundary
23,-0.0236934,0.0440298,,1000.02,0,38.5555,,0,0,0,,0,0,0,boundary
24,-0.0275448,0.0417287,,1000.02,0,41.378,,0,0,0,,0,0,0,boundary
25,-0.0311745,0.0390916,,1000.02,0,43.1089,,0,0,0,,0,0,0,boundary
26,-0.0345531,0.0361397,,1000.02,0,44.4173,,0,0,0,,0,0,0,boundary
27,-0.0376536,0.0328969,,1000.02,0,45.9699,,0,0,0,,0,0,0,boundary
28,-0.0404508,0.0293893,,1000.02,0,47.9112,,0,0,0,,0,0,0,boundary
29,-0.0429224,0.025645,,1000.03,0,49.7791,,0,0,0,,0,0,0,boundary
30,-0.0450484,0.0216942,,1000.03,0,51.3364,,0,0,0,,0,0,0,boundary
31,-0.0468117,0.0175687,,1000.03,0,52.5679,,0,0,0,,0,0,0,boundary
32,-0.0481981,0.0133018,,1000.03,0,53.4165,,0,0,0,,0,0,0,boundary
33,-0.0491965,0.00892784,,1000.03,0,53.869,,0,0,0,,0,0,0,boundary
34,-0.0497987,0.00448197,,1000.03,0,54.0297,,0,0,0,,0,0,0,boundary
35,-0.05,6.12323e-18,,1000.03,0,54.0677,,0,0,0,,0,0,0,boundary
36,-0.0497987,-0.00448197,,1000.03,0,54.0297,,0,0,0,,0,0,0,boundary
37,-0.0491965,-0.00892784,,1000.03,0,53.869,,0,0,0,,0,0,0,boundary
38,-0.0481981,-0.0133018,,1000.03,0,53.4165,,0,0,0,,0,0,0,boundary
39,-0.0468117,-0.0175687,,1000.03,0,52.5679,,0,0,0,,0,0,0,boundary
40,-0.0450484,-0.0216942,,1000.03,0,51.3364,,0,0,0,,0,0,0,boundary
41,-0.0429224,-0.025645,,1000.03,0,49.7791,,0,0,0,,0,0,0,boundary
42,-0.0404508,-0.0293893,,1000.02,0,47.9112,,0,0,0,,0,0,0,boundary
43,-0.0376536,-0.0328969,,1000.02,0,45.9699,,0,0,0,,0,0,0,boundary
44,-0.0345531,-0.0361397,,1000.02,0,44.4173,,0,0,0,,0,0,0,boundary
45,-0.0311745,-0.0390916,,1000.02,0,43.1089,,0,0,0,,0,0,0,boundary
46,-0.0275448,-0.0417287,,1000.02,0,41.378,,0,0,0,,0,0,0,boundary
47,-0.0236934,-0.0440298,,1000.02,0,38.5555,,0,0,0,,0,0,0,boundary
48,-0.0196513,-0.0459764,,1000.02,0,33.9113,,0,0,0,,0,0,0,boundary
49,-0.0154508,-0.0475528,,1000.01,0,26.6091,,0,0,0,,0,0,0,boundary
50,-0.011126,-0.0487464,,1000.01,0,16.6631,,0,0,0,,0,0,0,boundary
51,-0.00671166,-0.0495475,,1000,0,5.94348,,0,0,0,,0,0,0,boundary
52,-0.00224324,-0.0499497,,999.998,0,-3.15226,,0,0,0,,0,0,0,boundary
53,0.00224324,-0.0499497,,999.995,0,-10.1909,,0,0,0,,0,0,0,boundary
54,0.00671166,-0.0495475,,999.992,0,-16.2323,,0,0,0,,0,0,0,boundary
55,0.011126,-0.0487464,,999.989,0,-22.3871,,0,0,0,,0,0,0,boundary
56,0.0154508,-0.0475528,,999.985,0,-29.5906,,0,0,0,,0,0,0,boundary
57,0.0196513,-0.0459764,,999.98,0,-38.2661,,0,0,0,,0,0,0,boundary
58,0.0236934,-0.0440298,,999.976,0,-47.8209,,0,0,0,,0,0,0,boundary
59,0.0275448,-0.0417287,,999.971,0,-57.5479,,0,0,0,,0,0,0,boundary
60,0.0311745,-0.0390916,,999.966,0,-67.5388,,0,0,0,,0,0,0,boundary
61,0.0345531,-0.0361397,,999.96,0,-77.696,,0,0,0,,0,0,0,boundary
62,0.0376536,-0.0328969,,999.955,0,-87.3039,,0,0,0,,0,0,0,boundary
63,0.0404508,-0.0293893,,999.951,0,-95.8054,,0,0,0,,0,0,0,boundary
64,0.0429224,-0.025645,,999.948,0,-102.568,,0,0,0,,0,0,0,boundary
65,0.0450484,-0.0216942,,999.945,0,-107.244,,0,0,0,,0,0,0,boundary
66,0.0468117,-0.0175687,,999.944,0,-110.533,,0,0,0,,0,0,0,boundary
67,0.0481981,-0.0133018,,999.942,0,-113.459,,0,0,0,,0,0,0,boundary
68,0.0491965,-0.00892784,,999.941,0,-116.02,,0,0,0,,0,0,0,boundary
